user_id,timestamp,action,session_duration_minutes,pages_viewed,device_type,browser,country
USER00356,2024-10-30 14:00:00,purchase,11.44,13,mobile,Firefox,BR
USER00357,2024-10-30 16:00:00,logout,33.65,28,desktop,Firefox,DE
USER00358,2024-10-30 18:00:00,add_to_cart,23.31,5,mobile,Firefox,CA
USER00359,2024-10-30 20:00:00,login,2.47,13,desktop,Firefox,CA
USER00360,2024-10-30 22:00:00,add_to_cart,5.6,17,mobile,Firefox,BR
USER00361,2024-10-31 00:00:00,logout,4.29,40,mobile,Edge,UK
USER00362,2024-10-31 02:00:00,logout,20.44,45,mobile,Chrome,US
USER00363,2024-10-31 04:00:00,logout,0.51,32,desktop,Firefox,CA
USER00364,2024-10-31 06:00:00,add_to_cart,12.66,29,desktop,Firefox,DE
USER00365,2024-10-31 08:00:00,logout,21.56,3,mobile,Chrome,DE
USER00366,2024-10-31 10:00:00,add_to_cart,31.41,40,mobile,Firefox,UK
USER00367,2024-10-31 12:00:00,logout,6.28,34,desktop,Chrome,CA
USER00368,2024-10-31 14:00:00,purchase,25.83,40,mobile,Chrome,BR
USER00369,2024-10-31 16:00:00,logout,1.76,27,mobile,Edge,DE
USER00370,2024-10-31 18:00:00,add_to_cart,28.11,13,desktop,Safari,UK
USER00371,2024-10-31 20:00:00,view_page,2.05,45,desktop,Edge,CA
USER00372,2024-10-31 22:00:00,logout,7.59,33,mobile,Safari,CA
USER00373,2024-11-01 00:00:00,view_page,23.94,6,tablet,Safari,CA
USER00374,2024-11-01 02:00:00,purchase,2.44,24,desktop,Safari,CA
USER00375,2024-11-01 04:00:00,login,3.91,19,mobile,Firefox,CA
USER00376,2024-11-01 06:00:00,purchase,19.22,16,desktop,Edge,DE
USER00377,2024-11-01 08:00:00,logout,19.1,40,desktop,Safari,UK
USER00378,2024-11-01 10:00:00,view_page,15.37,28,mobile,Chrome,CA
USER00379,2024-11-01 12:00:00,view_page,17.76,33,mobile,Firefox,US
USER00380,2024-11-01 14:00:00,add_to_cart,11.74,48,mobile,Edge,US
USER00381,2024-11-01 16:00:00,view_page,4.35,41,desktop,Safari,UK
USER00382,2024-11-01 18:00:00,add_to_cart,6.36,13,mobile,Chrome,BR
USER00383,2024-11-01 20:00:00,login,3.01,43,desktop,Edge,BR
USER00384,2024-11-01 22:00:00,logout,35.86,45,desktop,Edge,BR
USER00385,2024-11-02 00:00:00,add_to_cart,13.13,25,mobile,Firefox,US
USER00386,2024-11-02 02:00:00,login,7.68,42,desktop,Edge,BR
USER00387,2024-11-02 04:00:00,view_page,9.3,36,mobile,Firefox,DE
USER00388,2024-11-02 06:00:00,view_page,44.14,27,desktop,Safari,CA
USER00389,2024-11-02 08:00:00,login,2.5,38,desktop,Firefox,US
USER00390,2024-11-02 10:00:00,view_page,13.24,7,mobile,Chrome,UK
USER00391,2024-11-02 12:00:00,login,10.57,5,mobile,Firefox,UK
USER00392,2024-11-02 14:00:00,add_to_cart,14.18,43,mobile,Chrome,CA
USER00393,2024-11-02 16:00:00,add_to_cart,0.27,45,mobile,Firefox,US
USER00394,2024-11-02 18:00:00,login,30.85,31,mobile,Edge,BR
USER00395,2024-11-02 20:00:00,add_to_cart,40.35,23,mobile,Safari,BR
USER00396,2024-11-02 22:00:00,add_to_cart,12.49,42,tablet,Chrome,DE
USER00397,2024-11-03 00:00:00,add_to_cart,17.89,10,mobile,Firefox,DE
USER00398,2024-11-03 02:00:00,purchase,38.36,32,mobile,Firefox,BR
USER00399,2024-11-03 04:00:00,logout,18.43,43,desktop,Firefox,UK
USER00400,2024-11-03 06:00:00,view_page,2.48,30,mobile,Edge,UK
USER00401,2024-11-03 08:00:00,purchase,12.88,39,tablet,Edge,DE
USER00402,2024-11-03 10:00:00,add_to_cart,14.0,31,desktop,Chrome,CA
USER00403,2024-11-03 12:00:00,login,8.28,18,desktop,Chrome,BR
USER00404,2024-11-03 14:00:00,add_to_cart,20.0,36,mobile,Edge,DE
USER00405,2024-11-03 16:00:00,logout,40.86,2,mobile,Chrome,DE
USER00406,2024-11-03 18:00:00,add_to_cart,38.97,14,mobile,Safari,BR
USER00407,2024-11-03 20:00:00,login,8.99,13,desktop,Safari,BR
USER00408,2024-11-03 22:00:00,logout,1.8,29,mobile,Edge,UK
USER00409,2024-11-04 00:00:00,add_to_cart,62.84,12,mobile,Chrome,CA
USER00410,2024-11-04 02:00:00,logout,27.39,39,tablet,Firefox,CA
USER00411,2024-11-04 04:00:00,view_page,2.0,2,mobile,Safari,BR
USER00412,2024-11-04 06:00:00,view_page,38.04,32,mobile,Edge,US
USER00413,2024-11-04 08:00:00,add_to_cart,30.59,13,mobile,Chrome,DE
USER00414,2024-11-04 10:00:00,logout,10.97,46,tablet,Edge,DE
USER00415,2024-11-04 12:00:00,login,13.42,27,mobile,Firefox,BR
USER00416,2024-11-04 14:00:00,add_to_cart,7.64,49,desktop,Safari,US
USER00417,2024-11-04 16:00:00,view_page,0.84,41,desktop,Edge,UK
USER00418,2024-11-04 18:00:00,view_page,6.12,17,mobile,Edge,BR
USER00419,2024-11-04 20:00:00,add_to_cart,24.36,40,desktop,Edge,BR
USER00420,2024-11-04 22:00:00,logout,0.07,31,mobile,Firefox,DE
USER00421,2024-11-05 00:00:00,view_page,6.09,34,mobile,Edge,BR
USER00422,2024-11-05 02:00:00,logout,7.62,24,desktop,Firefox,BR
USER00423,2024-11-05 04:00:00,view_page,11.56,45,desktop,Firefox,BR
USER00424,2024-11-05 06:00:00,view_page,37.86,35,desktop,Firefox,DE
USER00425,2024-11-05 08:00:00,purchase,6.38,48,desktop,Safari,UK
USER00426,2024-11-05 10:00:00,view_page,6.39,6,mobile,Safari,UK
USER00427,2024-11-05 12:00:00,login,20.06,19,mobile,Edge,BR
USER00428,2024-11-05 14:00:00,add_to_cart,9.03,30,mobile,Edge,DE
USER00429,2024-11-05 16:00:00,add_to_cart,3.82,7,mobile,Safari,UK
USER00430,2024-11-05 18:00:00,logout,9.03,10,mobile,Chrome,UK
USER00431,2024-11-05 20:00:00,view_page,2.28,41,mobile,Safari,UK
USER00432,2024-11-05 22:00:00,login,2.91,32,mobile,Firefox,DE
USER00433,2024-11-06 00:00:00,logout,10.35,34,mobile,Safari,DE
USER00434,2024-11-06 02:00:00,purchase,8.14,28,desktop,Firefox,BR
USER00435,2024-11-06 04:00:00,logout,36.95,15,desktop,Edge,CA
USER00436,2024-11-06 06:00:00,logout,6.75,30,mobile,Chrome,UK
USER00437,2024-11-06 08:00:00,view_page,13.03,37,tablet,Edge,CA
USER00438,2024-11-06 10:00:00,purchase,15.01,29,desktop,Firefox,DE
USER00439,2024-11-06 12:00:00,logout,0.2,22,mobile,Firefox,DE
USER00440,2024-11-06 14:00:00,login,16.34,4,desktop,Firefox,DE
USER00441,2024-11-06 16:00:00,login,2.94,20,desktop,Chrome,CA
USER00442,2024-11-06 18:00:00,add_to_cart,48.69,32,desktop,Safari,DE
USER00443,2024-11-06 20:00:00,purchase,2.41,36,mobile,Edge,BR
USER00444,2024-11-06 22:00:00,purchase,8.03,4,desktop,Edge,DE
USER00445,2024-11-07 00:00:00,add_to_cart,1.34,27,mobile,Safari,US
USER00446,2024-11-07 02:00:00,logout,86.52,17,desktop,Edge,CA
USER00447,2024-11-07 04:00:00,purchase,10.46,12,desktop,Chrome,US
USER00448,2024-11-07 06:00:00,login,13.57,22,desktop,Edge,DE
USER00449,2024-11-07 08:00:00,login,1.04,17,desktop,Firefox,BR
USER00450,2024-11-07 10:00:00,view_page,20.79,10,desktop,Safari,UK
USER00451,2024-11-07 12:00:00,purchase,3.53,1,mobile,Chrome,DE
USER00452,2024-11-07 14:00:00,logout,34.25,22,mobile,Safari,BR
USER00453,2024-11-07 16:00:00,add_to_cart,3.44,26,desktop,Chrome,CA
USER00454,2024-11-07 18:00:00,add_to_cart,3.17,18,mobile,Firefox,US
USER00455,2024-11-07 20:00:00,logout,0.56,14,mobile,Safari,US
USER00456,2024-11-07 22:00:00,view_page,9.58,47,mobile,Edge,US
USER00457,2024-11-08 00:00:00,add_to_cart,12.48,29,mobile,Chrome,CA
USER00458,2024-11-08 02:00:00,purchase,1.02,12,tablet,Safari,BR
USER00459,2024-11-08 04:00:00,view_page,22.41,36,desktop,Edge,CA
USER00460,2024-11-08 06:00:00,purchase,9.06,35,tablet,Safari,US
USER00461,2024-11-08 08:00:00,login,11.15,12,desktop,Safari,DE
USER00462,2024-11-08 10:00:00,view_page,8.72,7,mobile,Safari,UK
USER00463,2024-11-08 12:00:00,add_to_cart,7.68,29,mobile,Chrome,CA
USER00464,2024-11-08 14:00:00,view_page,12.3,11,desktop,Edge,CA
USER00465,2024-11-08 16:00:00,view_page,2.53,33,mobile,Firefox,BR
USER00466,2024-11-08 18:00:00,view_page,3.01,6,desktop,Chrome,BR
USER00467,2024-11-08 20:00:00,view_page,29.68,47,desktop,Chrome,CA
USER00468,2024-11-08 22:00:00,purchase,43.81,15,mobile,Chrome,US
USER00469,2024-11-09 00:00:00,login,7.01,32,tablet,Firefox,UK
USER00470,2024-11-09 02:00:00,logout,4.74,11,desktop,Edge,BR
USER00471,2024-11-09 04:00:00,view_page,15.49,23,desktop,Edge,US
USER00472,2024-11-09 06:00:00,add_to_cart,7.88,26,mobile,Edge,DE
USER00473,2024-11-09 08:00:00,view_page,0.39,34,mobile,Safari,BR
USER00474,2024-11-09 10:00:00,add_to_cart,2.55,46,desktop,Safari,US
USER00475,2024-11-09 12:00:00,purchase,18.88,34,mobile,Safari,US
USER00476,2024-11-09 14:00:00,add_to_cart,16.13,29,mobile,Firefox,UK
USER00477,2024-11-09 16:00:00,logout,0.41,4,desktop,Safari,UK
USER00478,2024-11-09 18:00:00,login,3.76,17,mobile,Firefox,DE
USER00479,2024-11-09 20:00:00,add_to_cart,3.94,35,desktop,Edge,US
USER00480,2024-11-09 22:00:00,add_to_cart,16.72,13,tablet,Safari,US
USER00481,2024-11-10 00:00:00,login,0.3,41,desktop,Safari,UK
USER00482,2024-11-10 02:00:00,logout,1.65,39,mobile,Chrome,BR
USER00483,2024-11-10 04:00:00,view_page,24.14,15,desktop,Firefox,BR
USER00484,2024-11-10 06:00:00,add_to_cart,2.95,29,mobile,Edge,CA
USER00485,2024-11-10 08:00:00,login,15.87,29,mobile,Chrome,UK
USER00486,2024-11-10 10:00:00,purchase,4.08,11,desktop,Chrome,CA
USER00487,2024-11-10 12:00:00,login,1.57,32,mobile,Edge,UK
USER00488,2024-11-10 14:00:00,purchase,4.18,2,mobile,Chrome,DE
USER00489,2024-11-10 16:00:00,logout,19.22,47,desktop,Firefox,US
USER00490,2024-11-10 18:00:00,view_page,29.04,14,mobile,Firefox,DE
USER00491,2024-11-10 20:00:00,login,26.6,20,mobile,Safari,UK
USER00492,2024-11-10 22:00:00,add_to_cart,7.59,22,mobile,Chrome,US
USER00493,2024-11-11 00:00:00,logout,16.54,11,desktop,Safari,BR
USER00494,2024-11-11 02:00:00,login,3.44,27,desktop,Chrome,BR
USER00495,2024-11-11 04:00:00,add_to_cart,5.2,3,mobile,Firefox,CA
USER00496,2024-11-11 06:00:00,login,34.0,17,mobile,Firefox,UK
USER00497,2024-11-11 08:00:00,purchase,0.2,44,mobile,Firefox,UK
USER00498,2024-11-11 10:00:00,login,1.34,28,mobile,Chrome,BR
USER00499,2024-11-11 12:00:00,login,3.5,29,desktop,Firefox,DE
USER00500,2024-11-11 14:00:00,login,0.4,21,mobile,Chrome,US
